F-volt,Object,Type
4.530791789,PP,H
4.535679374,PP,H
4.530791789,PP,H
4.413489736,PP,H
4.149560117,PP,H
4.105571848,PP,H
4.173998045,PP,H
4.110459433,PP,H
4.08113392,PP,H
4.173998045,PP,H
4.208211144,PP,H
4.217986315,PP,H
4.296187683,PP,H
4.193548387,PP,H
4.301075269,PP,H
4.281524927,PP,H
4.428152493,PP,H
4.413489736,PP,H
4.467253177,PP,H
4.472140762,PP,H
4.516129032,PP,H
4.49657869,PP,H
4.477028348,PP,H
4.26686217,PP,H
4.408602151,PP,H
4.481915934,PP,H
4.45259042,PP,H
4.477028348,PP,H
4.511241447,PP,H
4.535679374,PP,H
4.535679374,PP,H
4.555229717,PP,H
4.555229717,PP,H
4.54056696,PP,H
4.467253177,PP,H
4.530791789,PP,H
2.834799609,PLA,H
3.03030303,PLA,H
3.201368524,PLA,H
3.235581623,PLA,H
3.299120235,PLA,H
3.308895406,PLA,H
3.274682307,PLA,H
3.377321603,PLA,H
3.274682307,PLA,H
3.284457478,PLA,H
3.269794721,PLA,H
3.274682307,PLA,H
3.313782991,PLA,H
3.235581623,PLA,H
3.191593353,PLA,H
3.225806452,PLA,H
3.250244379,PLA,H
3.255131965,PLA,H
3.225806452,PLA,H
3.269794721,PLA,H
3.245356794,PLA,H
3.201368524,PLA,H
3.186705767,PLA,H
3.191593353,PLA,H
3.211143695,PLA,H
3.225806452,PLA,H
3.216031281,PLA,H
3.206256109,PLA,H
3.201368524,PLA,H
3.201368524,PLA,H
3.201368524,PLA,H
3.230694037,PLA,H
3.216031281,PLA,H
3.255131965,PLA,H
3.250244379,PLA,H
3.250244379,PLA,H
3.245356794,PLA,H
3.269794721,PLA,H
3.240469208,PLA,H
3.269794721,PLA,H
3.289345064,PLA,H
3.289345064,PLA,H
3.245356794,PLA,H
3.264907136,PLA,H
3.26001955,PLA,H
3.279569892,PLA,H
3.269794721,PLA,H
3.313782991,PLA,H
3.30400782,PLA,H
3.299120235,PLA,H
3.299120235,PLA,H
3.323558162,PLA,H
3.338220919,PLA,H
3.323558162,PLA,H
3.333333333,PLA,H
3.338220919,PLA,H
3.343108504,PLA,H
3.343108504,PLA,H
3.367546432,PLA,H
3.362658847,PLA,H
3.387096774,PLA,H
3.377321603,PLA,H
3.387096774,PLA,H
3.406647116,PLA,H
3.406647116,PLA,H
3.401759531,PLA,H
3.406647116,PLA,H
3.426197458,PLA,H
3.450635386,PLA,H
3.401759531,PLA,H
3.421309873,PLA,H
3.416422287,PLA,H
3.421309873,PLA,H
3.421309873,PLA,H
3.401759531,PLA,H
3.411534702,PLA,H
3.416422287,PLA,H
3.43597263,PLA,H
3.43597263,PLA,H
3.426197458,PLA,H
3.43597263,PLA,H
3.440860215,PLA,H
3.431085044,PLA,H
3.431085044,PLA,H
3.455522972,PLA,H
3.460410557,PLA,H
3.431085044,PLA,H
3.421309873,PLA,H
3.382209189,PLA,H
3.450635386,PLA,H
3.416422287,PLA,H
3.411534702,PLA,H
3.431085044,PLA,H
3.421309873,PLA,H
3.440860215,PLA,H
3.416422287,PLA,H
3.426197458,PLA,H
3.421309873,PLA,H
3.440860215,PLA,H
3.377321603,PLA,H
3.421309873,PLA,H
3.367546432,PLA,H
3.377321603,PLA,H
3.431085044,PLA,H
3.445747801,PLA,H
3.445747801,PLA,H
3.343108504,PLA,H
3.39198436,PLA,H
3.416422287,PLA,H
3.411534702,PLA,H
3.426197458,PLA,H
3.450635386,PLA,H
3.450635386,PLA,H
3.460410557,PLA,H
3.465298143,PLA,H
3.396871945,PLA,H
3.465298143,PLA,H
3.470185728,PLA,H
3.479960899,PLA,H
3.479960899,PLA,H
3.479960899,PLA,H
3.499511241,PLA,H
3.401759531,PLA,H
3.445747801,PLA,H
3.421309873,PLA,H
3.479960899,PLA,H
3.450635386,PLA,H
3.475073314,PLA,H
3.323558162,PLA,H
3.382209189,PLA,H
3.421309873,PLA,H
3.460410557,PLA,H
3.484848485,PLA,H
3.475073314,PLA,H
3.475073314,PLA,H
3.440860215,PLA,H
3.460410557,PLA,H
3.455522972,PLA,H
3.479960899,PLA,H
3.479960899,PLA,H
3.48973607,PLA,H
3.479960899,PLA,H
3.455522972,PLA,H
3.494623656,PLA,H
3.465298143,PLA,H
3.509286413,PLA,H
3.504398827,PLA,H
3.499511241,PLA,H
3.494623656,PLA,H
3.499511241,PLA,H
3.484848485,PLA,H
3.514173998,PLA,H
3.499511241,PLA,H
3.509286413,PLA,H
3.509286413,PLA,H
3.499511241,PLA,H
3.504398827,PLA,H
3.499511241,PLA,H
3.504398827,PLA,H
3.523949169,PLA,H
3.523949169,PLA,H
3.475073314,PLA,H
3.528836755,PLA,H
3.538611926,PLA,H
3.519061584,PLA,H
3.528836755,PLA,H
3.523949169,PLA,H
3.53372434,PLA,H
3.543499511,PLA,H
3.53372434,PLA,H
3.553274682,PLA,H
3.548387097,PLA,H
3.558162268,PLA,H
3.558162268,PLA,H
3.558162268,PLA,H
3.553274682,PLA,H
3.563049853,PLA,H
3.587487781,PLA,H
3.567937439,PLA,H
3.57771261,PLA,H
3.563049853,PLA,H
3.558162268,PLA,H
3.523949169,PLA,H
3.563049853,PLA,H
3.553274682,PLA,H
3.563049853,PLA,H
3.563049853,PLA,H
3.563049853,PLA,H
3.57771261,PLA,H
3.572825024,PLA,H
3.572825024,PLA,H
3.57771261,PLA,H
3.57771261,PLA,H
3.543499511,PLA,H
3.582600196,PLA,H
3.572825024,PLA,H
3.582600196,PLA,H
3.572825024,PLA,H
3.592375367,PLA,H
3.587487781,PLA,H
3.597262952,PLA,H
3.567937439,PLA,H
3.592375367,PLA,H
3.592375367,PLA,H
3.602150538,PLA,H
3.602150538,PLA,H
3.582600196,PLA,H
3.592375367,PLA,H
3.592375367,PLA,H
3.597262952,PLA,H
3.597262952,PLA,H
3.602150538,PLA,H
3.582600196,PLA,H
3.602150538,PLA,H
3.597262952,PLA,H
3.602150538,PLA,H
3.611925709,PLA,H
3.607038123,PLA,H
3.616813294,PLA,H
3.57771261,PLA,H
3.558162268,PLA,H
3.587487781,PLA,H
3.572825024,PLA,H
3.587487781,PLA,H
3.597262952,PLA,H
3.587487781,PLA,H
3.602150538,PLA,H
3.602150538,PLA,H
3.602150538,PLA,H
3.587487781,PLA,H
3.597262952,PLA,H
3.597262952,PLA,H
3.602150538,PLA,H
3.611925709,PLA,H
3.602150538,PLA,H
3.592375367,PLA,H
3.582600196,PLA,H
3.587487781,PLA,H
3.587487781,PLA,H
3.57771261,PLA,H
3.582600196,PLA,H
3.597262952,PLA,H
3.602150538,PLA,H
3.597262952,PLA,H
3.602150538,PLA,H
3.611925709,PLA,H
3.62170088,PLA,H
3.62170088,PLA,H
3.479960899,PLA,H
3.470185728,PLA,H
3.48973607,PLA,H
2.810361681,PC,H
3.352883675,PC,H
4.652981427,PC,H
3.465298143,PC,H
3.509286413,PC,H
3.48973607,PC,H
3.631476051,PC,H
3.592375367,PC,H
3.670576735,PC,H
3.240469208,PC,H
3.406647116,PC,H
3.357771261,PC,H
3.709677419,PC,H
3.646138807,PC,H
3.040078201,PC,H
3.191593353,PC,H
3.57771261,PC,H
3.57771261,PC,H
3.519061584,PC,H
3.494623656,PC,H
3.558162268,PC,H
3.685239492,PC,H
3.611925709,PC,H
3.602150538,PC,H
3.631476051,PC,H
3.602150538,PC,H
3.695014663,PC,H
3.670576735,PC,H
3.695014663,PC,H
3.514173998,PC,H
3.553274682,PC,H
3.724340176,PC,H
3.739002933,PC,H
3.685239492,PC,H
3.553274682,PC,H
3.479960899,PC,H
3.475073314,PC,H
3.406647116,PC,H
4.418377322,PC,H
4.389051808,PC,H
4.384164223,PC,H
4.428152493,PC,H
3.069403715,PC,H
3.445747801,PC,H
3.460410557,PC,H
3.465298143,PC,H
3.519061584,PC,H
3.48973607,PC,H
3.504398827,PC,H
3.470185728,PC,H
3.470185728,PC,H
3.372434018,PC,H
3.313782991,PC,H
3.411534702,PC,H
3.455522972,PC,H
3.431085044,PC,H
3.499511241,PC,H
3.460410557,PC,H
3.499511241,PC,H
3.470185728,PC,H
3.279569892,PC,H
3.269794721,PC,H
3.142717498,PC,H
3.470185728,PC,H
3.137829912,PC,H
3.269794721,PC,H
3.284457478,PC,H
3.069403715,PC,H
3.181818182,PC,H
3.010752688,PC,H
3.225806452,PC,H
3.069403715,PC,H
3.181818182,PC,H
3.137829912,PC,H
3.240469208,PC,H
3.401759531,PC,H
3.313782991,PC,H
3.343108504,PC,H
3.225806452,PC,H
3.264907136,PC,H
3.245356794,PC,H
3.142717498,PC,H
3.123167155,PC,H
3.250244379,PC,H
3.128054741,PC,H
3.230694037,PC,H
3.264907136,PC,H
3.357771261,PC,H
3.670576735,PC,H
4.276637341,PC,H
4.301075269,PC,H
4.574780059,PC,H
4.467253177,PC,H
4.643206256,PC,H
4.49657869,PC,H
4.623655914,PC,H
4.677419355,PC,H
4.745845552,PC,H
4.731182796,PC,H
4.731182796,PC,H
4.721407625,PC,H
4.731182796,PC,H
4.692082111,PC,H
4.701857283,PC,H
4.701857283,PC,H
2.859237537,PC,H
4.349951124,PC,H
3.455522972,PC,H
3.494623656,PC,H
4.589442815,PC,H
3.401759531,PC,H
3.548387097,PC,H
3.460410557,PC,H
3.558162268,PC,H
3.57771261,PC,H
3.411534702,PC,H
3.387096774,PC,H
4.491691105,PC,H
4.134897361,PC,H
3.338220919,PC,H
3.284457478,PC,H
3.450635386,PC,H
3.338220919,PC,H
3.592375367,PC,H
3.616813294,PC,H
3.592375367,PC,H
3.558162268,PC,H
3.582600196,PC,H
3.543499511,PC,H
3.431085044,PC,H
3.39198436,PC,H
3.387096774,PC,H
3.445747801,PC,H
3.567937439,PC,H
3.504398827,PC,H
3.416422287,PC,H
3.460410557,PC,H
3.479960899,PC,H
3.479960899,PC,H
3.514173998,PC,H
3.48973607,PC,H
3.519061584,PC,H
3.431085044,PC,H
3.299120235,PC,H
3.406647116,PC,H
3.137829912,PC,H
3.308895406,PC,H
3.328445748,PC,H
3.313782991,PC,H
3.421309873,PC,H
3.567937439,PC,H
3.484848485,PC,H
3.406647116,PC,H
3.406647116,PC,H
3.299120235,PC,H
3.255131965,PC,H
3.240469208,PC,H
3.382209189,PC,H
3.382209189,PC,H
3.323558162,PC,H
3.382209189,PC,H
3.411534702,PC,H
3.382209189,PC,H
3.440860215,PC,H
3.470185728,PC,H
3.308895406,PC,H
3.338220919,PC,H
3.299120235,PC,H
3.137829912,PC,H
0,PC,H
4.692082111,PC,H
4.604105572,PC,H
3.655913978,PC,H
4.6285435,PC,H
4.633431085,PC,H
4.447702835,PC,H
3.343108504,PC,H
2.913000978,PC,H
3.333333333,PC,H
3.289345064,PC,H
3.279569892,PC,H
3.509286413,PC,H
4.467253177,PC,H
4.623655914,PC,H
4.882697947,PC,H
4.882697947,PC,H
4.530791789,PC,H
4.276637341,PC,H
4.887585533,PC,H
4.887585533,PC,H
4.887585533,PC,H
4.887585533,PC,H
3.264907136,PC,H
3.005865103,PC,H
2.883675464,PC,H
3.255131965,PC,H
3.269794721,PC,H
3.240469208,PC,H
3.245356794,PC,H
3.30400782,PC,H
4.2228739,PC,H
4.525904203,PC,H
4.090909091,PC,H
4.076246334,PC,H
3.225806452,PC,H
3.201368524,PC,H
3.206256109,PC,H
3.191593353,PC,H
3.235581623,PC,H
3.093841642,PC,H
3.264907136,PC,H
3.255131965,PC,H
3.240469208,PC,H
3.220918866,PC,H
3.206256109,PC,H
3.220918866,PC,H
3.279569892,PC,H
3.123167155,PC,H
2.996089932,PC,H
2.986314761,PC,H
3.059628543,PC,H
3.157380254,PC,H
3.255131965,PC,H
3.367546432,PC,H
3.655913978,PC,H
4.462365591,PC,H
3.362658847,PC,H
3.338220919,PC,H
3.377321603,PC,H
3.333333333,PC,H
3.338220919,PC,H
3.269794721,PC,H
3.191593353,PC,H
3.157380254,PC,H
3.16226784,PC,H
3.206256109,PC,H
3.235581623,PC,H
3.255131965,PC,H
3.216031281,PC,H
3.299120235,PC,H
3.230694037,PC,H
3.26001955,PC,H
3.333333333,PC,H
3.318670577,PC,H
3.308895406,PC,H
3.333333333,PC,H
3.269794721,PC,H
3.313782991,PC,H
3.352883675,PC,H
3.30400782,PC,H
4.418377322,PC,H
3.196480938,Nylon,H
3.230694037,Nylon,H
3.367546432,Nylon,H
3.372434018,Nylon,H
3.352883675,Nylon,H
3.377321603,Nylon,H
3.411534702,Nylon,H
3.382209189,Nylon,H
3.34799609,Nylon,H
3.338220919,Nylon,H
3.377321603,Nylon,H
3.416422287,Nylon,H
3.377321603,Nylon,H
3.396871945,Nylon,H
3.421309873,Nylon,H
3.401759531,Nylon,H
3.416422287,Nylon,H
3.372434018,Nylon,H
3.401759531,Nylon,H
3.39198436,Nylon,H
3.440860215,Nylon,H
3.396871945,Nylon,H
3.426197458,Nylon,H
3.411534702,Nylon,H
3.352883675,Nylon,H
3.387096774,Nylon,H
3.411534702,Nylon,H
3.367546432,Nylon,H
3.377321603,Nylon,H
3.357771261,Nylon,H
3.343108504,Nylon,H
3.352883675,Nylon,H
3.426197458,Nylon,H
3.455522972,Nylon,H
3.421309873,Nylon,H
3.445747801,Nylon,H
3.387096774,Nylon,H
3.367546432,Nylon,H
3.372434018,Nylon,H
3.367546432,Nylon,H
3.440860215,Nylon,H
3.401759531,Nylon,H
3.39198436,Nylon,H
3.382209189,Nylon,H
3.396871945,Nylon,H
3.34799609,Nylon,H
3.411534702,Nylon,H
3.387096774,Nylon,H
3.431085044,Nylon,H
3.396871945,Nylon,H
3.440860215,Nylon,H
3.382209189,Nylon,H
3.372434018,Nylon,H
3.401759531,Nylon,H
3.411534702,Nylon,H
3.396871945,Nylon,H
3.39198436,Nylon,H
3.396871945,Nylon,H
3.387096774,Nylon,H
3.39198436,Nylon,H
3.411534702,Nylon,H
3.43597263,Nylon,H
3.426197458,Nylon,H
3.396871945,Nylon,H
3.440860215,Nylon,H
3.450635386,Nylon,H
3.450635386,Nylon,H
3.450635386,Nylon,H
3.426197458,Nylon,H
3.445747801,Nylon,H
3.416422287,Nylon,H
3.440860215,Nylon,H
3.470185728,Nylon,H
3.416422287,Nylon,H
3.455522972,Nylon,H
3.460410557,Nylon,H
3.450635386,Nylon,H
3.455522972,Nylon,H
3.484848485,Nylon,H
3.426197458,Nylon,H
3.475073314,Nylon,H
3.440860215,Nylon,H
3.465298143,Nylon,H
3.440860215,Nylon,H
3.455522972,Nylon,H
3.43597263,Nylon,H
3.431085044,Nylon,H
3.416422287,Nylon,H
3.431085044,Nylon,H
3.440860215,Nylon,H
3.465298143,Nylon,H
3.421309873,Nylon,H
3.460410557,Nylon,H
3.445747801,Nylon,H
3.362658847,Nylon,H
3.450635386,Nylon,H
3.406647116,Nylon,H
3.470185728,Nylon,H
3.416422287,Nylon,H
3.411534702,Nylon,H
3.396871945,Nylon,H
3.440860215,Nylon,H
3.367546432,Nylon,H
3.34799609,Nylon,H
3.372434018,Nylon,H
3.352883675,Nylon,H
3.426197458,Nylon,H
3.372434018,Nylon,H
3.396871945,Nylon,H
3.401759531,Nylon,H
3.39198436,Nylon,H
3.416422287,Nylon,H
3.411534702,Nylon,H
3.431085044,Nylon,H
3.426197458,Nylon,H
3.431085044,Nylon,H
3.43597263,Nylon,H
3.475073314,Nylon,H
3.470185728,Nylon,H
3.475073314,Nylon,H
3.440860215,Nylon,H
3.450635386,Nylon,H
3.450635386,Nylon,H
3.499511241,Nylon,H
3.465298143,Nylon,H
3.450635386,Nylon,H
3.460410557,Nylon,H
3.460410557,Nylon,H
3.475073314,Nylon,H
3.484848485,Nylon,H
3.470185728,Nylon,H
3.465298143,Nylon,H
3.460410557,Nylon,H
3.475073314,Nylon,H
3.460410557,Nylon,H
3.450635386,Nylon,H
3.455522972,Nylon,H
3.470185728,Nylon,H
3.470185728,Nylon,H
3.484848485,Nylon,H
3.499511241,Nylon,H
3.465298143,Nylon,H
3.470185728,Nylon,H
3.450635386,Nylon,H
3.470185728,Nylon,H
3.479960899,Nylon,H
3.475073314,Nylon,H
3.470185728,Nylon,H
3.43597263,Nylon,H
3.499511241,Nylon,H
3.509286413,Nylon,H
3.479960899,Nylon,H
3.475073314,Nylon,H
3.48973607,Nylon,H
3.479960899,Nylon,H
3.416422287,Nylon,H
3.509286413,Nylon,H
3.460410557,Nylon,H
3.475073314,Nylon,H
3.48973607,Nylon,H
3.484848485,Nylon,H
3.426197458,Nylon,H
3.426197458,Nylon,H
3.494623656,Nylon,H
3.377321603,Nylon,H
3.519061584,Nylon,H
3.57771261,Nylon,H
3.357771261,Nylon,H
3.377321603,Nylon,H
3.30400782,Nylon,H
3.264907136,Nylon,H
3.250244379,Nylon,H
3.284457478,Nylon,H
3.191593353,Nylon,H
3.069403715,Nylon,H
3.010752688,Nylon,H
3.123167155,Nylon,H
3.333333333,Nylon,H
3.48973607,Nylon,H
3.558162268,Nylon,H
3.455522972,Nylon,H
3.426197458,Nylon,H
3.128054741,Nylon,H
3.333333333,Nylon,H
3.274682307,Nylon,H
3.34799609,Nylon,H
3.108504399,Nylon,H
3.113391984,Nylon,H
3.216031281,Nylon,H
3.152492669,Nylon,H
3.245356794,Nylon,H
3.30400782,Nylon,H
3.352883675,Nylon,H
3.416422287,Nylon,H
3.401759531,Nylon,H
3.406647116,Nylon,H
3.431085044,Nylon,H
3.426197458,Nylon,H
3.411534702,Nylon,H
3.421309873,Nylon,H
3.460410557,Nylon,H
3.445747801,Nylon,H
3.43597263,Nylon,H
3.411534702,Nylon,H
3.367546432,Nylon,H
3.39198436,Nylon,H
3.421309873,Nylon,H
3.396871945,Nylon,H
3.39198436,Nylon,H
3.431085044,Nylon,H
3.352883675,Nylon,H
3.357771261,Nylon,H
3.460410557,Nylon,H
3.470185728,Nylon,H
3.377321603,Nylon,H
3.352883675,Nylon,H
3.269794721,Nylon,H
3.196480938,Nylon,H
3.098729228,Nylon,H
3.206256109,Nylon,H
3.289345064,Nylon,H
3.416422287,Nylon,H
3.499511241,Nylon,H
3.57771261,Nylon,H
3.597262952,Nylon,H
3.563049853,Nylon,H
3.519061584,Nylon,H
3.289345064,Nylon,H
3.225806452,Nylon,H
3.343108504,Nylon,H
3.318670577,Nylon,H
3.255131965,Nylon,H
3.128054741,Nylon,H
3.220918866,Nylon,H
3.758553275,Nylon,H
3.94916911,Nylon,H
3.954056696,Nylon,H
4.389051808,Nylon,H
4.569892473,Nylon,H
4.760508309,Nylon,H
2.849462366,Nylon,H
3.196480938,Nylon,H
3.235581623,Nylon,H
3.421309873,Nylon,H
3.450635386,Nylon,H
3.357771261,Nylon,H
3.352883675,Nylon,H
3.284457478,Nylon,H
3.235581623,Nylon,H
3.172043011,Nylon,H
3.157380254,Nylon,H
3.343108504,Metal,H
2.712609971,Metal,H
2.839687195,Metal,H
2.971652004,Metal,H
3.088954057,Metal,H
3.157380254,Metal,H
3.020527859,Metal,H
3.025415445,Metal,H
3.064516129,Metal,H
3.040078201,Metal,H
3.025415445,Metal,H
2.966764418,Metal,H
3.040078201,Metal,H
2.927663734,Metal,H
2.908113392,Metal,H
3.005865103,Metal,H
3.010752688,Metal,H
2.971652004,Metal,H
3.010752688,Metal,H
3.000977517,Metal,H
3.064516129,Metal,H
3.176930596,Metal,H
3.367546432,Metal,H
3.797653959,Metal,H
4.149560117,Metal,H
4.369501466,Metal,H
4.54056696,Metal,H
4.555229717,Metal,H
4.535679374,Metal,H
4.462365591,Metal,H
4.305962854,Metal,H
3.484848485,Metal,H
1.725317693,Metal,H
0,Metal,H
0,Metal,H
0.992179863,Metal,H
4.789833822,Metal,H
4.809384164,Metal,H
4.824046921,Metal,H
2.663734115,Metal,H
2.829912023,Metal,H
2.785923754,Metal,H
2.561094819,Metal,H
2.248289345,Metal,H
2.223851417,Metal,H
2.355816227,Metal,H
2.223851417,Metal,H
2.209188661,Metal,H
2.600195503,Metal,H
2.761485826,Metal,H
2.644183773,Metal,H
2.751710655,Metal,H
2.375366569,Metal,H
2.365591398,Metal,H
2.331378299,Metal,H
2.370478983,Metal,H
2.287390029,Metal,H
2.438905181,Metal,H
2.394916911,Metal,H
2.326490714,Metal,H
2.468230694,Metal,H
2.502443793,Metal,H
2.380254154,Metal,H
2.414467253,Metal,H
2.448680352,Metal,H
2.463343109,Metal,H
2.399804497,Metal,H
2.448680352,Metal,H
2.47311828,Metal,H
2.482893451,Metal,H
2.482893451,Metal,H
2.502443793,Metal,H
2.438905181,Metal,H
2.502443793,Metal,H
2.507331378,Metal,H
2.497556207,Metal,H
2.512218964,Metal,H
2.531769306,Metal,H
2.487781036,Metal,H
2.531769306,Metal,H
2.468230694,Metal,H
2.468230694,Metal,H
2.531769306,Metal,H
2.502443793,Metal,H
2.605083089,Metal,H
2.575757576,Metal,H
2.585532747,Metal,H
2.678396872,Metal,H
2.639296188,Metal,H
2.634408602,Metal,H
2.668621701,Metal,H
2.541544477,Metal,H
2.531769306,Metal,H
2.624633431,Metal,H
2.649071359,Metal,H
2.683284457,Metal,H
2.717497556,Metal,H
2.600195503,Metal,H
2.590420332,Metal,H
2.678396872,Metal,H
2.693059629,Metal,H
2.653958944,Metal,H
2.693059629,Metal,H
2.649071359,Metal,H
2.722385142,Metal,H
2.829912023,Metal,H
2.746823069,Metal,H
2.781036168,Metal,H
2.741935484,Metal,H
2.761485826,Metal,H
2.639296188,Metal,H
2.639296188,Metal,H
2.624633431,Metal,H
2.717497556,Metal,H
2.732160313,Metal,H
2.693059629,Metal,H
2.712609971,Metal,H
2.732160313,Metal,H
2.7028348,Metal,H
2.834799609,Metal,H
2.688172043,Metal,H
2.707722385,Metal,H
2.722385142,Metal,H
2.7028348,Metal,H
2.668621701,Metal,H
2.820136852,Metal,H
2.795698925,Metal,H
2.678396872,Metal,H
2.693059629,Metal,H
2.697947214,Metal,H
2.722385142,Metal,H
2.776148583,Metal,H
2.785923754,Metal,H
2.746823069,Metal,H
2.795698925,Metal,H
2.781036168,Metal,H
2.790811339,Metal,H
2.810361681,Metal,H
2.766373412,Metal,H
2.825024438,Metal,H
2.93255132,Metal,H
2.854349951,Metal,H
2.869012708,Metal,H
2.829912023,Metal,H
2.805474096,Metal,H
2.712609971,Metal,H
2.746823069,Metal,H
2.815249267,Metal,H
2.776148583,Metal,H
2.80058651,Metal,H
2.834799609,Metal,H
2.873900293,Metal,H
2.898338221,Metal,H
2.746823069,Metal,H
2.849462366,Metal,H
2.878787879,Metal,H
2.790811339,Metal,H
2.859237537,Metal,H
2.815249267,Metal,H
2.849462366,Metal,H
2.869012708,Metal,H
2.898338221,Metal,H
2.869012708,Metal,H
2.859237537,Metal,H
2.84457478,Metal,H
2.825024438,Metal,H
2.859237537,Metal,H
2.859237537,Metal,H
2.903225806,Metal,H
2.869012708,Metal,H
2.878787879,Metal,H
2.873900293,Metal,H
2.922776149,Metal,H
2.961876833,Metal,H
2.88856305,Metal,H
2.917888563,Metal,H
2.942326491,Metal,H
2.839687195,Metal,H
2.913000978,Metal,H
2.873900293,Metal,H
2.849462366,Metal,H
2.839687195,Metal,H
2.834799609,Metal,H
2.981427175,Metal,H
2.942326491,Metal,H
2.869012708,Metal,H
2.927663734,Metal,H
2.898338221,Metal,H
2.88856305,Metal,H
2.883675464,Metal,H
2.937438905,Metal,H
2.917888563,Metal,H
2.917888563,Metal,H
2.922776149,Metal,H
2.937438905,Metal,H
2.947214076,Metal,H
2.922776149,Metal,H
2.956989247,Metal,H
2.981427175,Metal,H
3.020527859,Metal,H
2.903225806,Metal,H
3.020527859,Metal,H
2.966764418,Metal,H
2.996089932,Metal,H
2.976539589,Metal,H
3.010752688,Metal,H
2.952101662,Metal,H
2.986314761,Metal,H
2.93255132,Metal,H
2.922776149,Metal,H
2.913000978,Metal,H
2.961876833,Metal,H
2.991202346,Metal,H
2.996089932,Metal,H
3.035190616,Metal,H
2.981427175,Metal,H
3.054740958,Metal,H
3.059628543,Metal,H
3.054740958,Metal,H
3.054740958,Metal,H
3.03030303,Metal,H
2.986314761,Metal,H
3.03030303,Metal,H
3.000977517,Metal,H
2.981427175,Metal,H
3.015640274,Metal,H
3.010752688,Metal,H
3.020527859,Metal,H
2.991202346,Metal,H
3.020527859,Metal,H
3.010752688,Metal,H
3.035190616,Metal,H
3.03030303,Metal,H
2.991202346,Metal,H
3.010752688,Metal,H
3.035190616,Metal,H
3.005865103,Metal,H
3.020527859,Metal,H
3.03030303,Metal,H
3.049853372,Metal,H
3.044965787,Metal,H
3.059628543,Metal,H
3.025415445,Metal,H
3.035190616,Metal,H
2.991202346,Metal,H
2.961876833,Metal,H
2.991202346,Metal,H
2.996089932,Metal,H
3.049853372,Metal,H
3.049853372,Metal,H
3.010752688,Metal,H
3.675464321,HIPS,H
3.655913978,HIPS,H
3.685239492,HIPS,H
3.743890518,HIPS,H
3.670576735,HIPS,H
3.709677419,HIPS,H
3.743890518,HIPS,H
3.826979472,HIPS,H
3.870967742,HIPS,H
3.773216031,HIPS,H
3.758553275,HIPS,H
3.773216031,HIPS,H
3.792766373,HIPS,H
3.846529814,HIPS,H
3.866080156,HIPS,H
3.695014663,HIPS,H
3.572825024,HIPS,H
3.753665689,HIPS,H
3.62170088,HIPS,H
3.572825024,HIPS,H
3.172043011,HIPS,H
3.230694037,HIPS,H
3.230694037,HIPS,H
3.284457478,HIPS,H
3.250244379,HIPS,H
3.299120235,HIPS,H
3.333333333,HIPS,H
3.216031281,HIPS,H
3.396871945,HIPS,H
3.294232649,HIPS,H
3.274682307,HIPS,H
3.387096774,HIPS,H
3.382209189,HIPS,H
3.230694037,HIPS,H
3.225806452,HIPS,H
3.250244379,HIPS,H
3.318670577,HIPS,H
3.357771261,HIPS,H
3.387096774,HIPS,H
3.308895406,HIPS,H
3.230694037,HIPS,H
3.191593353,HIPS,H
3.30400782,HIPS,H
3.274682307,HIPS,H
3.377321603,HIPS,H
3.338220919,HIPS,H
3.333333333,HIPS,H
3.352883675,HIPS,H
3.460410557,HIPS,H
3.396871945,HIPS,H
3.567937439,HIPS,H
3.465298143,HIPS,H
3.523949169,HIPS,H
3.294232649,HIPS,H
3.387096774,HIPS,H
3.43597263,HIPS,H
3.382209189,HIPS,H
3.39198436,HIPS,H
3.450635386,HIPS,H
3.377321603,HIPS,H
3.39198436,HIPS,H
3.411534702,HIPS,H
3.455522972,HIPS,H
3.416422287,HIPS,H
3.460410557,HIPS,H
3.426197458,HIPS,H
3.406647116,HIPS,H
3.377321603,HIPS,H
3.421309873,HIPS,H
3.34799609,HIPS,H
3.528836755,HIPS,H
3.367546432,HIPS,H
3.103616813,HIPS,H
3.352883675,HIPS,H
3.611925709,HIPS,H
2.649071359,HIPS,H
3.098729228,HIPS,H
3.66568915,HIPS,H
3.680351906,HIPS,H
2.697947214,HIPS,H
2.878787879,HIPS,H
3.333333333,HIPS,H
3.758553275,HIPS,H
3.651026393,HIPS,H
3.714565005,HIPS,H
3.563049853,HIPS,H
2.478005865,HIPS,H
2.52688172,HIPS,H
2.75659824,HIPS,H
2.668621701,HIPS,H
2.737047898,HIPS,H
2.722385142,HIPS,H
3.196480938,HIPS,H
2.971652004,HIPS,H
3.250244379,HIPS,H
4.012707722,HIPS,H
3.206256109,HIPS,H
3.245356794,HIPS,H
3.137829912,HIPS,H
3.484848485,HIPS,H
3.856304985,HIPS,H
4.17888563,HIPS,H
4.193548387,HIPS,H
3.416422287,HIPS,H
2.971652004,HIPS,H
2.913000978,HIPS,H
3.079178886,HIPS,H
3.044965787,HIPS,H
3.16226784,HIPS,H
3.137829912,HIPS,H
3.220918866,HIPS,H
3.264907136,HIPS,H
3.313782991,HIPS,H
3.675464321,HIPS,H
3.421309873,HIPS,H
3.528836755,HIPS,H
3.602150538,HIPS,H
3.587487781,HIPS,H
3.660801564,HIPS,H
