Spike_Amplitude,Object,Type
-0.376784,Metal,H
-0.4712106,Metal,H
-0.5653297,Metal,H
-0.6597564,Metal,H
-0.8483022,Metal,H
-1.130967,Metal,H
-0.9424213,Metal,H
-0.7538755,Metal,H
-0.5653297,Metal,H
-0.5653297,Metal,H
-0.4712106,Metal,H
-0.376784,Metal,H
-0.376784,Metal,H
-0.2826649,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
1.696604,Metal,H
-0.4712106,Metal,H
-0.4712106,Metal,H
-0.2826649,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
0.09411909,Metal,H
0.1882382,Metal,H
0.09411909,Metal,H
-0.09411909,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
0.09411909,Metal,H
-0.09411909,Metal,H
0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
0.09411909,Metal,H
0.1882382,Metal,H
0.4712106,Metal,H
0.5653297,Metal,H
0.5653297,Metal,H
0.5653297,Metal,H
0.5653297,Metal,H
0.5653297,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.09411909,Metal,H
-0.1882382,Metal,H
-0.376784,Metal,H
-0.4712106,Metal,H
-0.4712106,Metal,H
-0.4712106,Metal,H
-0.1882382,Metal,H
0.8483022,Metal,H
5.749877,Metal,H
1.979269,Metal,H
5.089813,Metal,H
0.376784,Metal,H
2.262242,Metal,H
0.09411909,Metal,H
0.376784,Metal,H
1.130967,Metal,H
1.225086,Metal,H
0.6597564,Metal,H
0.4712106,Metal,H
0.5653297,Metal,H
0.5653297,Metal,H
0.4712106,Metal,H
0.4712106,Metal,H
0.376784,Metal,H
0.4712106,Metal,H
0.4712106,Metal,H
0.4712106,Metal,H
0.376784,Metal,H
0.376784,Metal,H
0.376784,Metal,H
0.376784,Metal,H
0.376784,Metal,H
0.376784,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.1882382,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.1882382,Metal,H
0.9424213,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.2826649,Metal,H
-0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.1882382,Metal,H
0.4712106,Metal,H
0.7538755,Metal,H
0.7538755,Metal,H
0.6597564,Metal,H
0.6597564,Metal,H
0.4712106,Metal,H
0.4712106,Metal,H
0.6597564,Metal,H
0.7538755,Metal,H
0.8483022,Metal,H
0.8483022,Metal,H
0.7538755,Metal,H
0.5653297,Metal,H
0.4712106,Metal,H
0.376784,Metal,H
0.1882382,Metal,H
-0.2826649,Metal,H
-0.4712106,Metal,H
-0.6597564,Metal,H
-0.9424213,Metal,H
-0.7538755,Metal,H
-0.8483022,Metal,H
-1.036848,Metal,H
-1.130967,Metal,H
-0.9424213,Metal,H
-0.7538755,Metal,H
-0.5653297,Metal,H
-0.5653297,Metal,H
-0.4712106,Metal,H
-0.376784,Metal,H
-0.2826649,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.376784,Metal,H
1.602178,Metal,H
-0.6597564,Metal,H
-0.6597564,Metal,H
-0.2826649,Metal,H
-0.2826649,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
0.4712106,Metal,H
0.376784,Metal,H
-0.09411909,Metal,H
-0.376784,Metal,H
-0.2826649,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.2826649,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
0.2826649,Metal,H
0.7538755,Metal,H
0.9424213,Metal,H
1.036848,Metal,H
1.130967,Metal,H
0.8483022,Metal,H
0.6597564,Metal,H
0.4712106,Metal,H
0.2826649,Metal,H
0.1882382,Metal,H
-0.2826649,Metal,H
-0.5653297,Metal,H
-0.5653297,Metal,H
-0.6597564,Metal,H
-0.6597564,Metal,H
-0.376784,Metal,H
-0.09411909,Metal,H
5.65545,Metal,H
2.827571,Metal,H
7.5406,Metal,H
1.130967,Metal,H
2.639026,Metal,H
1.413632,Metal,H
0.4712106,Metal,H
1.319513,Metal,H
1.696604,Metal,H
1.036848,Metal,H
0.5653297,Metal,H
0.5653297,Metal,H
0.4712106,Metal,H
0.376784,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.1882382,Metal,H
0.09411909,Metal,H
-0.09411909,Metal,H
-0.7538755,Metal,H
-0.2826649,Metal,H
-0.09411909,Metal,H
0.1882382,Metal,H
0.2826649,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.2826649,Metal,H
0.1882382,Metal,H
0.2826649,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.6597564,Metal,H
0.376784,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
-0.09411909,Metal,H
-0.376784,Metal,H
-0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.1882382,Metal,H
0.5653297,Metal,H
0.7538755,Metal,H
0.7538755,Metal,H
0.6597564,Metal,H
0.5653297,Metal,H
0.4712106,Metal,H
0.4712106,Metal,H
0.6597564,Metal,H
0.8483022,Metal,H
0.8483022,Metal,H
0.7538755,Metal,H
0.6597564,Metal,H
0.4712106,Metal,H
0.376784,Metal,H
0.2826649,Metal,H
0.09411909,Metal,H
-0.1882382,Metal,H
-0.376784,Metal,H
-0.5653297,Metal,H
-0.7538755,Metal,H
-1.036848,Metal,H
-1.225086,Metal,H
-1.508059,Metal,H
-1.88515,Metal,H
-2.073696,Metal,H
-1.790723,Metal,H
-1.413632,Metal,H
-1.225086,Metal,H
-1.130967,Metal,H
-0.9424213,Metal,H
-0.7538755,Metal,H
-0.5653297,Metal,H
-0.4712106,Metal,H
-0.376784,Metal,H
-0.2826649,Metal,H
-0.2826649,Metal,H
-0.2826649,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.2826649,Metal,H
1.602178,Metal,H
0.7538755,Metal,H
-0.9424213,Metal,H
-0.7538755,Metal,H
-0.4712106,Metal,H
-0.376784,Metal,H
-0.2826649,Metal,H
-0.2826649,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
0.1882382,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
-0.09411909,Metal,H
-0.2826649,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
0.09411909,Metal,H
0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.1882382,Metal,H
-0.2826649,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.2826649,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.1882382,Metal,H
0.6597564,Metal,H
1.036848,Metal,H
1.508059,Metal,H
1.979269,Metal,H
1.979269,Metal,H
1.696604,Metal,H
1.225086,Metal,H
0.4712106,Metal,H
0.09411909,Metal,H
-0.376784,Metal,H
-0.5653297,Metal,H
-0.6597564,Metal,H
-0.9424213,Metal,H
-1.130967,Metal,H
-0.9424213,Metal,H
-1.130967,Metal,H
-0.5653297,Metal,H
5.843996,Metal,H
3.864419,Metal,H
7.5406,Metal,H
1.225086,Metal,H
0.6597564,Metal,H
1.036848,Metal,H
0.2826649,Metal,H
0.8483022,Metal,H
1.036848,Metal,H
0.7538755,Metal,H
0.5653297,Metal,H
0.376784,Metal,H
0.376784,Metal,H
0.4712106,Metal,H
0.4712106,Metal,H
0.4712106,Metal,H
0.376784,Metal,H
0.4712106,Metal,H
0.4712106,Metal,H
0.376784,Metal,H
0.376784,Metal,H
0.376784,Metal,H
0.376784,Metal,H
0.376784,Metal,H
0.376784,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.1882382,Metal,H
0.2826649,Metal,H
0.09411909,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.1882382,Metal,H
0.376784,Metal,H
0.6597564,Metal,H
0.8483022,Metal,H
0.7538755,Metal,H
0.6597564,Metal,H
0.4712106,Metal,H
0.4712106,Metal,H
0.6597564,Metal,H
0.8483022,Metal,H
0.9424213,Metal,H
0.9424213,Metal,H
0.8483022,Metal,H
0.7538755,Metal,H
0.5653297,Metal,H
0.4712106,Metal,H
0.1882382,Metal,H
-0.2826649,Metal,H
-0.4712106,Metal,H
-0.7538755,Metal,H
-0.9424213,Metal,H
-1.225086,Metal,H
-1.602178,Metal,H
-2.167815,Metal,H
-2.45048,Metal,H
-2.356361,Metal,H
-1.790723,Metal,H
-0.4712106,Metal,H
-0.4712106,Metal,H
-0.376784,Metal,H
-0.2826649,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
0.6597564,Metal,H
-0.09411909,Metal,H
-0.2826649,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
0.1882382,Metal,H
0.09411909,Metal,H
-0.09411909,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
0.4712106,Metal,H
0.376784,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
1.979269,Metal,H
1.036848,Metal,H
-1.790723,Metal,H
1.036848,Metal,H
0.8483022,Metal,H
2.544906,Metal,H
0.376784,Metal,H
0.5653297,Metal,H
1.036848,Metal,H
0.9424213,Metal,H
0.4712106,Metal,H
0.4712106,Metal,H
0.4712106,Metal,H
0.376784,Metal,H
0.376784,Metal,H
0.376784,Metal,H
0.376784,Metal,H
0.376784,Metal,H
0.376784,Metal,H
0.376784,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.09411909,Metal,H
0.1882382,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.1882382,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.1882382,Metal,H
0.5653297,Metal,H
0.7538755,Metal,H
0.7538755,Metal,H
0.6597564,Metal,H
0.5653297,Metal,H
0.4712106,Metal,H
0.4712106,Metal,H
0.6597564,Metal,H
0.7538755,Metal,H
0.9424213,Metal,H
0.9424213,Metal,H
0.7538755,Metal,H
0.5653297,Metal,H
0.4712106,Metal,H
0.376784,Metal,H
0.09411909,Metal,H
-0.09411909,Metal,H
-0.2826649,Metal,H
-0.4712106,Metal,H
-0.6597564,Metal,H
-0.9424213,Metal,H
-1.130967,Metal,H
-1.319513,Metal,H
-0.9424213,Metal,H
-0.8483022,Metal,H
-0.7538755,Metal,H
-0.5653297,Metal,H
-0.4712106,Metal,H
-0.4712106,Metal,H
-0.376784,Metal,H
-0.2826649,Metal,H
-0.2826649,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
1.696604,Metal,H
1.88515,Metal,H
-1.225086,Metal,H
-0.376784,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
0.1882382,Metal,H
0.09411909,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
0.09411909,Metal,H
-0.09411909,Metal,H
-0.1882382,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
0.8483022,Metal,H
1.036848,Metal,H
0.376784,Metal,H
-0.1882382,Metal,H
-0.376784,Metal,H
-0.2826649,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.1882382,Metal,H
-0.09411909,Metal,H
-0.09411909,Metal,H
-0.1882382,Metal,H
4.430057,Metal,H
0.1882382,Metal,H
3.487635,Metal,H
0.6597564,Metal,H
3.016117,Metal,H
1.130967,Metal,H
0.376784,Metal,H
1.036848,Metal,H
1.036848,Metal,H
0.5653297,Metal,H
0.4712106,Metal,H
0.5653297,Metal,H
0.376784,Metal,H
0.2826649,Metal,H
0.376784,Metal,H
0.376784,Metal,H
0.2826649,Metal,H
0.376784,Metal,H
0.376784,Metal,H
0.376784,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.2826649,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.1882382,Metal,H
0.09411909,Metal,H
0.1882382,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.09411909,Metal,H
0.2826649,Metal,H
0.6597564,Metal,H
0.8483022,Metal,H
0.7538755,Metal,H
0.7538755,Metal,H
0.6597564,Metal,H
0.4712106,Metal,H
0.5653297,Metal,H
0.7538755,Metal,H
0.8483022,Metal,H
0.9424213,Metal,H
0.8483022,Metal,H
0.7538755,Metal,H
0.6597564,Metal,H
0.2826649,Metal,H
0.1882382,Metal,H
0.09411909,Metal,H
-0.09411909,Metal,H
-0.2826649,Metal,H
-0.4712106,Metal,H
